DonorName,AcceptorName,DonorSMILES,AcceptorSMILES,V_OC,J_SC,FF_percent,PCE,HOMO_D,LUMO_D,HOMO_A,LUMO_A,Lambda+,Lambda-,PubYear,DOI,Source_Database
P3HT,Qx1,CCCCCCc1ccsc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6/SC(=S)N(CC)C6=O)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5/SC(=S)N(CC)C5=O)c5nc(-c6ccccc6)c(-c6ccccc6)nc35)sc2-4)cc1,1.0,6.02,67.0,4.03,-5.01,-3.12,-5.42,-3.6,,,2021,10.1016/j.synthmet.2021.116736,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-TF,TPDC-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCN1C(=O)c2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c2C1=O,0.852,22.19,70.6,13.35,-5.49,-3.64,-5.83,-3.99,,,2021,10.1039/d1ta03643b,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,Y9,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.92,22.36,65.24,13.34,-5.33,-3.48,-5.59,-3.78,,,2021,10.1002/aesr.202100138,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,RRg-C24,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4/C(=O)c5ccccc5C4=C(C#N)C#N)cc3sc2c2c3nsnc3c3c4sc5cc(/C=C6/C(=O)c7cc(-c8cc9c(-c%10cc(Cl)c(CC(CC)CCCC)s%10)c%10sccc%10c(-c%10cc(Cl)c(CC(CC)CCCC)s%10)c9s8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.88,21.67,71.0,13.53,-5.33,-3.48,-5.68,-3.93,,,2021,10.1002/aenm.202103239,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PHT4,IT-4Cl,CCCCCCCCC(CCCCCC)CCOc1cnc2cc(F)c(F)c(-c3cccs3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,0.881,20.94,72.65,13.4,-5.55,-3.63,-5.75,-4.09,,,2021,10.1021/acsami.1c13245,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,FINIC,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)c(F)c3)c3cc4c(cc3-c3sc5c(sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc65)c32)C(c2ccc(CCCCCC)c(F)c2)(c2ccc(CCCCCC)c(F)c2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1F,0.925,19.5,74.4,13.4,-5.56,-3.65,-5.5,-3.99,,,2021,10.1039/d1ta09106a,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDTTPD-HT,BTP-4F,CCCCCCCCN1C(=O)c2c(-c3cc(CCCCCC)cs3)sc(-c3cc(CCCCCC)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2C1=O,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.75,26.36,69.0,13.62,-5.33,-3.545,-5.65,-4.09,,,2021,10.1016/j.xcrp.2021.100517,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
J71,TSFX-2F,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sccc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c2n1,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc32)C2(c3ccccc3Oc3ccccc32)c2cc3c(cc2-4)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2cc(/C=C4\C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc2-3)c1,0.89,15.27,69.3,9.42,-5.4,-3.24,-5.82,-3.94,,,2021,10.1016/j.orgel.2021.106120,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
J71,PY-IT,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sccc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c2n1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,0.914,21.44,68.5,13.43,-5.4,-3.24,-5.68,-3.94,,,2021,10.1016/j.matt.2021.12.002,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PIDT-QxM,Y6BO,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,0.74,20.78,61.0,9.49,-5.18,-3.15,-5.62,-4.11,,,2021,10.1016/j.dyepig.2021.109346,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
M1,PC71BM,CCCCC(CC)COc1c2sc3c4sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc4n(CC(CC)CCCC)c3c2c(OCC(CC)CCCC)c2sc3c4sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc4n(CC(CC)CCCC)c3c12,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.855,16.83,65.9,9.48,-5.48,-3.8,-5.9,-3.9,,,2021,10.1021/acsapm.1c00989,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDT-S,Y6,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C(\C#N)c5cccs5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C(\C#N)c3ccc(-c5cc6c(-c7ccc(SC(CC)CCCC)s7)c7sccc7c(-c7ccc(SC(CC)CCCC)s7)c6s5)s3)sc2-4)cc1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.92,14.63,43.38,5.86,-5.51,-3.42,-5.69,-4.03,,,2021,10.1039/d1ra03233j,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T-2Cl,BDSeTICBr-γ,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3ccsc23)cc1Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4cc(Br)ccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.888,17.98,59.0,9.42,-5.52,-3.6,-5.67,-3.97,,,2021,10.1039/d1ra05426k,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PPDT2FBT,PCBM,CCCCCCCCC(CCCCCC)COc1ccc(OCC(CCCCCC)CCCCCCCC)c(-c2ccc(-c3c(F)c(F)c(-c4cccs4)c4nsnc34)s2)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,0.79,16.3,73.0,9.4,-5.43,-3.67,-6.1,-3.7,,,2021,10.1039/d1tc04800g,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTPDBDT,Cl-ITIC,CCCCCCCCN1C(=O)c2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(Cl)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(Cl)ccc5C4=C(C#N)C#N)sc23)cc1,0.94,15.6,65.0,9.5,-5.6,-3.75,-5.7,-4.14,,,2021,10.1016/j.synthmet.2021.116736,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,F8IDT-Br,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCC1(CC)c2cc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)ccc2-c2ccc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)cc21,0.98,14.6,67.76,9.7,-5.56,-3.65,-5.82,-3.87,,,2021,10.1021/acsaem.1c00369,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,PNEOD-C8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,C#Cc1c2cc(CCCCCCCC)sc2c(C#Cc2cc3c4c(ccc5c4c2C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)c2cc(CCCCCCCC)sc12,0.86,12.4,54.0,5.84,-5.33,-3.48,-6.0,-3.9,,,2021,10.1016/j.dyepig.2021.109246,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PCDTBT,MPU5,CCCCCCCCC(CCCCCCCC)n1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21,CCCCC(CC)CN1C(=O)C2=C(c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)[se]3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)[se]1,0.94,16.32,66.0,9.98,-5.5,-3.6,-5.75,-4.0,,,2021,10.1016/j.solener.2021.04.049,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,Py-2F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2cc(C(C)C)c3ccc4c(-c5cc(CC(CCCCCCCC)CCCCCCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)s5)cc(C(C)C)c5ccc2c3c45)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,0.92,15.44,68.2,9.73,-5.33,-3.48,-5.85,-3.82,,,2021,10.1016/j.synthmet.2021.116904,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,DTCFSV-IC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCOc1ccc(C(=C2c3cc4c(cc3-c3cc5c(cc32)-c2sc(/C=C3\C(=O)c6ccccc6C3=C(C#N)C#N)cc2C5(c2ccc(OCCCCCCCC)cc2)c2ccc(OCCCCCCCC)cc2)C(c2ccc(OCCCCCCCC)cc2)(c2ccc(OCCCCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)c2ccc(OCCCCCCCC)cc2)cc1,1.04,11.34,51.0,6.01,-5.33,-3.48,-5.6,-3.7,,,2021,10.1002/chem.202102252,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDT3T,ITIC,CCCCC(CC)Cc1ccsc1-c1ccc(-c2sc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sccc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)cc2CC(CC)CCCC)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.02,11.82,49.5,5.96,-5.48,-3.21,-5.576,-3.916,,,2021,10.1002/aesr.202100069,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,IDT-2O,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4ccc(C)cc4C2=C(C#N)C#N)sc1-3,0.86,15.64,72.3,9.68,-5.33,-3.48,-5.73,-3.85,,,2021,10.1016/j.synthmet.2021.116736,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTB7-Th,6-IFIC,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)c5sc(C(=O)OCC(CC)CCCCCC)c(F)c45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c4sc(C(=O)OCC(CC)CCCCCC)c(F)c24)sc1-3,0.69,22.35,61.4,9.74,-5.21,-3.6,-5.34,-4.02,,,2021,10.1021/acsami.1c13404,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-TF,PIST-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3SCC(CC)CCCC)sc2-4)cc1,0.87,21.9,72.0,13.8,-5.49,-3.64,-5.65,-4.03,,,2021,10.1002/cjoc.202100323,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDFP-Bz,Y6,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(SCC(CC)CCCC)c(F)c6)c6occc6c(-c6ccc(SCC(CC)CCCC)c(F)c6)c5o4)s3)c2n1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.83,23.41,75.23,14.62,-5.5,-3.46,-5.65,-4.09,,,2021,10.1039/d1tc03409j,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
P5T,eC9,CCCCCCCCCCC(CCCCCCCC)Cc1sc(CC(CCCCCCCC)CCCCCCCCCC)c2c1C(=O)c1c(-c3ccc(-c4cccs4)s3)sc(-c3ccc(-c4cccs4)s3)c1C2=O,CCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,0.832,14.6,50.5,6.13,-5.41,-3.48,-5.68,-3.9,,,2021,10.1021/acsmaterialslett.1c00328,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PF2,Y6,CCCCCCCCC(CCCCCC)Cc1cc2sc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CC)CCCC)cs7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4cc5sc(CC(CCCCCC)CCCCCCCC)cc5s4)c4ccsc34)cc2s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.88,22.9,70.0,14.1,-5.48,-3.73,-5.65,-4.09,,,2021,10.1016/j.cej.2021.134117,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
SM1-F,Y6,CCCCCCCCc1cc(/C=C(/C#N)C(=O)OCC(CC)CCCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OCC(CC)CCCC)cc8CCCCCCCC)s7)s6)cc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.866,23.25,69.9,14.07,-5.37,-2.81,-5.65,-4.09,,,2021,10.1016/j.optmat.2021.111217,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
H2,Y6,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21.CCl.CCl,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.85,24.13,67.3,13.8,-5.62,-3.94,-5.65,-4.09,,,2021,10.1002/solr.202100510,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,PZ1,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)C5=C(C=CC(c6cccs6)C=C5)C4=C(C#N)C#N)cc21)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,0.83,16.05,68.99,9.19,-5.33,-3.48,-5.74,-3.86,,,2021,10.1002/solr.202100868,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,BP-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(S2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(CC(CC)CCCC)cc5)c5c6c(sc5c(-c5ccc(CC(CC)CCCC)cc5)c4c32)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2S6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.857,24.12,68.41,14.14,-5.56,-3.65,-5.63,-3.9,,,2021,10.1039/d1tc02748d,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
J52-Cl,F-BTA3,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC(CC)CCCC)s6)c6sccc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCCCn1nc2c(C=c3sc(=C(C#N)C#N)n(CC)c3=O)cc(F)c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4c(F)cc(C=c6sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2n1,1.15,12.81,68.55,10.1,-5.39,-3.45,-5.52,-3.39,,,2021,10.1021/acsami.1c08487,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PF2,PC71BM,CCCCCCCCC(CCCCCC)Cc1cc2sc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CC)CCCC)cs7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4cc5sc(CC(CCCCCC)CCCCCCCC)cc5s4)c4ccsc34)cc2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.754,17.9,73.0,9.8,-5.48,-3.73,-5.9,-3.9,,,2021,10.1039/d1me00151e,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
